,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
26676160,2373056,1632064,1544816,2873360,3070032,2240560,3968832,3304560,2198112,1378496
26680864,2265984,1750448,2508128,2380448,2787904,2240560,1574048,2200240,2889712,2113664
26695760,1363264,1350496,2397136,3072048,2827888,1124144,1927632,1415456,4011392,1600816
26699904,2532768,2601984,2379888,3376016,1538320,1662976,1902432,2566592,3331328,3364928
26708304,2055984,2845248,2414048,1692880,2045232,1693776,2024848,2113216,1685824,2761024
26710656,2964416,3171168,1904896,2104032,1599136,2821616,1995952,3095232,3968832,2397808
26715696,2481024,1126720,2421216,2118144,2578688,1628256,2316720,1120112,2928688,2541840
26724656,2761024,3719184,4060000,1728944,1684704,2946496,1447152,1137472,1364496,3066224
26732608,2130352,1682464,1684032,2916032,2367456,2035152,2432864,3083472,1377376,2515072
26735072,2555056,3136672,2118144,2242128,2329152,2618336,1600368,1687504,1968400,2370704
26735744,1859760,1885184,2155104,1776880,2396688,2356816,2928240,2115456,2861712,2116912
26738768,2224768,2888368,2429392,1599136,1724464,2404528,2045568,2146032,2019920,3375344
26745376,1979040,1682800,2958592,2846592,1142176,1375248,1732864,3068016,1602832,3424400
26750640,2027536,2341024,3604608,1667120,2305072,1759072,4126640,3408832,1573600,1708336
26752880,2821504,2787904,3131184,1927856,2845696,3185952,2450448,1965712,2412144,2300144
26754112,3939600,1143296,1384992,1432480,1449616,2319632,3490928,3784704,2685648,3309600
26761168,1687616,2927792,3066224,2699200,2473408,2916592,4068176,2277184,3070368,2523360
26771136,1538208,1687952,2030000,2188592,1362928,1683360,2061584,1420944,3366496,1376592
26777184,2182432,2280432,3748976,2373056,2290848,1526784,2821840,1775088,1767584,1617168
26792304,2511712,4028640,1386560,2817584,2041760,2147712,1900752,2341024,2583392,1693216
26798464,1388352,3107440,1693776,3574816,2117136,1531376,2566592,1384992,2959824,1134336
26798912,3772384,3068352,2724736,1926288,3126032,1777104,2566704,2888592,2139872,1745968
26800816,2095296,2317952,2499504,2839872,2946608,1717744,1560272,1438640,3409616,2362192
26805744,2476320,2845248,2307424,2302720,2467136,1374240,2120832,1921248,1120896,3793328
26811568,4195744,2444400,2447088,1563744,1767584,1132096,2578016,2067408,1729056,2079392
26813136,1597904,1758736,2294320,2160592,2097536,1748768,1772848,1374464,1435616,2637488
26814816,1364496,2437568,3967712,2955904,1683696,2928912,2335200,1668352,2014880,4083184
26816384,2136176,2532208,2359392,2549680,2876272,2951312,2159584,3068240,2424128,1878912
26822096,1531600,1772848,2846592,2481136,3945648,1722896,1973664,2850960,2528400,3699920
26829376,1366960,1691200,3610656,2892736,3107440,3816960,2243472,1822688,2048928,2583504
26831728,1597904,1748768,1772848,1376928,2928016,1902880,2954784,3775520,1419824,1524656
26847968,2373056,1694336,3070032,2306192,1544816,1563968,2175824,2303392,2368016,2419648
26852112,3415664,1120784,1422400,2314144,1622208,3375120,2946608,2484944,3345664,1367632
26852560,1650992,2336656,3949008,1350720,1687728,2555056,1681120,1452416,2329152,1565536
26859392,2342816,2120944,3353280,2555056,1755488,1684256,2092944,1626128,1687728,1687504
26867792,2888816,2251536,3979584,1674064,1782704,2473408,2852192,2699200,3184160,3744832
26871600,1759744,3131184,1561168,2380448,2543408,2061360,3604832,3300976,1931776,1597904
26872048,1851472,1927520,1397760,1471904,1453424,1728272,1788528,2724064,2889712,2910544
26877648,1965712,1441888,3407152,2325792,1374464,3604832,1673728,2830016,1373904,3967264
26878432,2130352,2916032,1125824,2082416,2432864,3068352,1135680,1358448,1900528,3418240
26880560,2546432,2285808,2706368,2885792,2451568,1361472,3603712,2954784,2410576,1411312
26881456,1599136,2366000,2140656,1366960,1568112,1388352,2555392,3308256,1134336,3424064
26885376,1729280,3604496,1399216,2272816,3424176,2158688,2110528,1361136,1549072,2440816
26886720,1396192,2182544,2418528,2388512,2952208,1399664,1822688,2372384,2168544,2336432
26887728,2766176,1635760,1376480,2544192,2269904,2851520,1900528,1828288,2873360,1804544
26889744,1357776,2002000,2319632,1941072,3939600,3784704,2824528,2117472,2566928,2964640
26891200,2209648,4036592,2240448,2140432,2290288,2354240,3095680,2433984,1775872,1694336
26894560,1368864,1124256,1518160,2888816,2437568,3151008,1927632,3487792,2092048,2824976
26894672,1629712,2685648,2241904,2308432,1610896,1693104,1405824,3095792,3291792,2290848
26898256,1995392,1418928,1672608,1378496,2198560,1621088,2231488,3097024,3973872,2249408
26902400,2438912,2397136,3490816,1971200,1125376,2109072,1548288,1675408,2414160,1520288
26903744,4195744,1438080,2511824,1917104,1548400,1717744,2438576,3130064,1927520,2067408
26907104,2130352,1902432,2076144,2846480,1767024,2432864,2001776,2840208,2111984,2081408
26911920,4125632,2373056,2140096,1429904,1700160,2373280,3968832,1744288,2688560,1927184
26917184,2155440,2335424,2122176,3082912,1411648,1410752,2792944,4029200,3175200,1450400
26929504,3748976,3095008,2948400,2373056,2420768,1694336,2688560,2943920,2511936,2330272
26931744,1408512,2028656,2122736,3490592,2283680,3784928,3150896,1645840,1463952,2223424
26933312,1668352,1396192,2229696,1763664,1580768,1958656,2571520,2042096,1384992,2394896
26944848,2801232,1396976,1622208,2956912,3495184,2080064,2109744,1915872,4007584,1685488
26951344,3604272,3931984,1394064,1836240,2944592,1965712,1746304,2564464,3068352,1515584
26953472,1358672,1686496,1552544,1135680,2396688,1494416,1538320,2069872,2846480,1374016
26962096,2110528,2176272,2021600,1674848,2093056,3083360,1684816,2754976,2873024,2691808
26962768,1609216,1430016,1419264,3149664,1675184,1998416,1390256,1596896,3070032,3080224
26964560,1120896,1610448,1976576,2316608,3130848,1126608,1741936,3491488,2395792,1531600
26972064,2766176,1386784,2937088,2339456,2233728,1498448,1414672,1130192,1683808,1727712
26974528,1803424,2407776,1770272,2821504,1599808,2564688,1363264,2242240,4049360,1695120
26975088,3490816,3357760,1549408,2209424,2073344,1453424,1621088,1390256,2003904,1996512
26975536,1857408,1360800,2929696,1549072,1974112,1459472,4011056,1132096,1822688,2119600
26976096,3092096,3194016,1381968,1693888,1975904,1606192,3148768,1916768,2022384,1363040
26976432,1608544,1929312,2167424,1676416,1722336,2118592,1672608,2209536,1970192,1996512
26981360,1965712,2090816,3922128,2481024,2504768,2151968,1648640,2050384,1915760,3558576
26985056,1622096,2407776,2939776,1445136,1869840,1542912,2083648,1385776,2030000,1970080
26991888,3092096,1561616,1434832,2095856,1902208,2582720,2484944,2901024,1720992,3181472
26993904,2235856,1571024,1372672,1635200,1684032,3864560,1423856,1885072,1131872,3308256
26995696,2167200,2321648,2079728,1122464,1377824,2515408,1955184,1989008,2353568,1626240
26999504,1574496,2681168,2839424,2354240,1574272,1907808,1514352,2270128,2398816,1623328
27003760,2049824,1862560,1869728,2338784,2388512,2030000,1963696,3131632,1663088,2451344
27004320,2845248,1549632,3973872,2240336,1771168,1589728,2424576,1144528,2427376,2517984
27005888,2181760,1695232,1966160,2920736,2396800,1352064,1413776,1674064,3417568,1438864
27010144,1683696,1887424,2308768,1571024,2086000,2772000,2928912,3922016,2304400,2442048
27012384,3967264,4177040,2117472,2543408,2168992,2958704,2319632,1414672,2532208,2199904
27023472,1563744,1767584,1739024,1352400,2448544,2507120,3830512,3952144,2506112,3490592
27028960,1918448,2861152,1682464,1563520,3332112,1990240,2366784,2411808,2456384,1671376
27040496,1487920,2506224,2546432,2034368,2456496,4170208,2109744,1766912,2400272,2555056
27045312,3059840,1431920,1378496,2375632,2901024,2414160,1535632,2535344,1434608,1965712
27047888,2048928,1685600,2081408,1402352,2957472,2005584,2377984,1559152,1777888,3418576
27048896,1782368,2120944,3083472,3943856,2578016,1661520,1916432,2916032,2291744,1968400
27053488,1667456,1865696,1121568,2572976,1683024,3419136,1778896,1964928,2818144,1125040
27053600,3083136,2076368,2157344,2706144,2157568,1685152,2000880,1613360,2269120,1428560
27059536,2139760,2860816,1566544,2242240,3416784,3938816,2004352,1673616,2946720,1635648
27067040,1692880,1379056,1904336,2761024,2310000,2110304,2414048,1364496,3952368,2043664
27073424,2333744,2240336,2839872,2577904,3644368,2904160,2472736,1885072,2074352,1121568
27077680,4036592,1419824,3155488,3917088,2960720,2429392,1378048,1435616,2337664,2911664
27077904,1121568,1887424,1728832,2360736,2286032,3484880,1685824,2304400,3788624,2308768
27078800,1617392,1794016,2859808,1131760,1524432,3561712,1929312,2362192,2690240,2073344
27081824,2308432,2043664,1413104,1863680,1964928,2372384,2192064,2113216,1681344,2550688
27087760,2467136,1358000,2155328,1640352,3922352,2152864,1921248,2192064,1992368,2698416
27095152,2142784,1576400,2070656,1688400,4114656,1886416,2344832,1542800,1627584,2290176
27099968,1371328,1363040,2255232,3293024,1939952,1684480,2019696,3889312,2514848,1648976
27100080,2394560,1384992,2252768,2139760,3310160,2256240,1958544,1566096,1566544,2860816
27105456,1765232,1777104,2566704,3974208,1429792,1361024,2367008,2340912,1686496,2001216
27106576,2155104,3419136,2112880,1132096,2407888,2280432,2356592,2401504,2139760,1725696
27108816,2910992,1589728,3851120,2352560,1648976,2818256,2198560,1979040,2199568,2073008
27119344,4012176,1991136,4061456,3610656,1724800,3358544,2436336,2800224,2889376,2216144
27120128,2050272,1616496,1935584,2045568,2288496,2085328,2873136,1694000,3928624,2844912
27120800,2019696,2284912,2336656,2255232,2209424,2889712,3743264,2446192,2050496,2888368
27123936,3130848,1927408,2298688,1676528,2051056,1596672,2790928,2142560,1947568,2562448
27124944,2329152,2224208,1966160,1990016,1400224,1395520,2540944,1923824,3366496,2819152
27133792,1687616,1907472,2412368,2188592,2532768,3082912,3311392,2264640,3373664,2555280
27137488,2042096,1958544,1371328,1648976,2571520,2000208,1741936,1682800,3169152,1668352
27139392,1729056,1648976,1589728,1676864,2821392,1561616,3430560,2395680,2073008,3092096
27140736,2943584,1370432,2307312,2716224,1984304,1973664,2027312,2067520,3332112,1591632
27143536,1430016,3561824,1413552,1559152,3358544,3070032,3410960,2182432,3066224,2243472
27144880,2086112,1563744,2356816,1685712,2929696,2844800,2753968,3195920,1649872,1492512
27147008,2493456,2144576,1676304,1524432,3655792,1554224,1666784,1697808,1617392,2577456
27148800,2174816,1902432,2130352,2845472,2142672,2139648,2916032,2005584,1953056,3065664
27151824,3417568,1387456,1804544,2511824,2824528,2759680,1563744,1617392,2290176,1831760
27152048,2821392,1773296,1862448,3063536,3310496,2943920,2306192,1353968,4092928,2816352
27159888,1124480,2405872,2953216,3923584,1516144,2578016,3554096,3893344,1432704,1364496
27166608,2041648,2718016,1927408,2511712,3716608,2916032,1742832,1509424,1935808,3562496
27167392,1538208,2240336,2460640,1508416,1734096,1612016,1887200,1656032,1432144,2890048
27171648,1435616,2018352,2818256,2801008,1429792,1378496,2535344,1390256,2061472,2561440
27171872,2516752,2692144,2823408,2005584,3376016,2424800,1121008,2424912,2119488,2845472
27172544,3931984,1357664,1621088,2117024,1645280,4012176,2158128,2198112,3862544,1596896
27172656,2082416,2821616,2964416,2934064,1995952,1702960,3173072,1755488,2182544,2233728
27175568,1741936,1120896,1766352,2919840,1400224,1417584,1748880,2818144,2000208,1682016
27177584,1140384,2936864,1900528,2303392,1968400,1588720,1866816,1428896,2438576,1731408
27179600,3126032,1729392,2040528,1370320,2155888,3478832,2118368,3068352,1804320,1755488
27181168,1691424,2421216,3725344,1970192,1866816,2434096,4088560,3068352,2182432,1524432
27183072,1965712,2302944,1554560,4049360,2325792,2085216,2224992,1725472,2155328,3131184
27185760,1676864,1770608,1124480,1690080,2422672,1133104,2383360,2055312,1378048,1428560
27187888,1697808,1740704,2462992,3698576,1756496,2409792,3083584,2417520,2525040,2876272
27190352,1418928,2691808,2828000,3285408,1935584,2352560,1580992,1865360,2383360,2900576
27193264,1933344,2139760,2533776,3561264,3084928,2463888,2285136,2079392,2918944,1905680
27200096,1139936,1471008,1991584,2492336,2772000,1907024,2847152,3092096,1766352,3949008
27200320,2953216,3068240,2876272,3331328,1725136,3659264,2114784,1878912,3379152,3772272
27203008,3516688,1995952,2679600,2821616,1701392,1370320,2934176,1709120,2273376,2795856
27206368,2232944,3749648,2910656,2064944,2094848,1708336,2050272,1836912,1351504,2426368
27208720,1622208,2101568,2715776,2386048,2528400,2815232,2479456,4036592,2160592,1520064
27210288,2236304,2414048,2087568,2289840,1681344,3137568,2851520,1950032,1702960,3174528
27216560,1676304,2377984,1356880,2158128,2637600,2804256,2338448,3931648,3483312,1412320
27233136,1398880,1385104,3555440,1424976,1521744,1416576,1905680,2518992,2516864,1410752
27234592,1802752,2940000,1423968,2421216,2443504,2841216,2216144,1970192,3725344,2182432
27238176,1966160,1690752,1356880,2846368,3558352,1597232,1869840,1376368,1445136,1972544
27240416,2039520,2290736,1673952,1861552,1907584,1927632,1729280,1648192,2847152,2007264
27243440,2377984,3352944,1356880,1638672,3487344,3560256,1646400,1769824,2111200,2290848
27250944,1773296,2821392,1589728,3092096,2460640,1623328,2257136,1662192,3063536,2139424
27258000,1633744,3141712,2325792,1522976,1606528,2375632,1393952,1376480,2120944,1965712
27267632,1547840,1360800,1870512,2257472,2278864,2460864,2910656,1726144,1126720,2079280
27283760,2565136,2019248,1995952,1904896,1921024,1740368,1564976,3456880,2964416,1485568
27285552,1434272,2153088,1598352,2807840,4164496,1127840,1429120,2223872,2153648,1432928
27285776,1549408,2256576,2771888,2151856,2517536,2396800,3417568,1387904,2108176,1843632
27288912,1521744,2947056,2946720,2816688,4029200,1787968,1701616,3098144,4008704,2091712
27289696,2332960,2547776,1387904,2958144,1576400,3783808,2164400,1859760,1547840,1684256
27290704,2377984,3151008,3784928,1135456,1927632,2699648,2841328,3064208,1655024,1655584
27292048,1471008,1682688,2910656,1136016,2064944,2151744,3967488,1420160,1351504,2515072
27293728,2532768,1545936,1676304,1518832,1655584,1374240,2859808,1924384,2900576,1516816
27311872,2845248,1748880,3411072,2055984,2414048,1534848,2118480,2073568,1904336,2333744
27315232,3931648,1661520,1731408,1948128,1621424,1672608,1681456,1885184,4164832,2443504
27319824,1511216,3723664,1144528,1698256,1768368,3714032,2818256,2517088,1624560,2336208
27321952,2861040,2181536,3603712,1358448,1425088,1704864,1866704,2152976,2764944,1867152
27322400,3713024,2336656,1605072,2306864,2284912,2166080,1829520,1512672,2709280,1376480
27330016,2789136,1514576,2492000,2201024,3438400,2436224,2846480,3376016,2123072,2685088
27333488,1531264,2556624,1608096,2946608,2356928,2317952,2807840,1686048,1749776,2896880
27335504,1777888,4073888,2333744,1968176,2174144,2578912,2423008,1692880,3469984,3647952
27336512,2110528,3604496,1684592,1681344,3931984,2050384,1739024,2507120,2438128,1616496
27336848,1360800,1428112,3193792,2956464,1531600,3554432,3175760,2915024,1424976,2370480
27350176,1531600,1398656,2481136,2724064,1741936,2366560,1375248,2846592,3194016,1371328
27350512,1627808,1374464,1605520,2567152,1673056,1869504,2360736,2117472,1873424,1849904
27354992,1379056,3417568,2845248,2110304,3430448,1573040,1685824,1504048,2517536,2945712
27356224,1617280,1441888,2308432,2177504,1863680,2276736,2842560,2080064,1727712,2901024
27356336,1933120,3375008,4000304,3924368,1729280,1548960,1683024,1428224,2289728,1908928
27358912,2943024,2164624,1609216,2522800,1920464,2307536,1544816,1531600,2488864,2948512
27367536,2055536,2305296,2901024,2421440,2433984,2864624,1144528,2405536,2491216,2306640
27372800,2336544,2216144,1413552,1727936,3358544,2155776,2321648,2799328,1350496,1931328
27383776,1622320,2535344,2255568,2018352,2542736,2561440,2426704,1378496,2481024,1525888
27386912,1921024,2601424,3155488,2421440,1622208,1685488,2170112,3713696,1373232,4060000
27387248,3310496,4036592,1853376,1862448,2232496,4062240,1467536,2821392,2540944,2401952
27389376,3311392,3373664,2188592,1372672,1531264,2261392,1636320,3864560,2186576,1351280
27393072,1487920,2845472,3099040,1755488,3918768,2809408,2941456,3369968,2850960,3065664
27398224,2421440,1700048,2931040,2911888,2547776,2344832,3410400,2578016,1984864,1687392
27398896,1617392,2384032,1650992,2061584,1513232,1638896,1755376,1971312,2451344,2338784
27401696,2140432,2825088,2232944,2534448,1416464,2291632,2402400,2815792,1708112,4061120
27410880,3141712,1589728,3191664,2148272,3831296,2234736,1393952,1932112,2706368,1996624
27411104,2043552,2525040,3554096,1801520,2058224,1520848,1623328,3893344,1122576,1449952
27417488,1566544,1907920,2845248,2515072,1610448,2304624,1573040,2839648,1693776,1360800
27418720,2438912,1932448,2916032,1675408,2122288,1635200,2284912,1661520,1429120,1396976
27419392,2460416,3920112,3149888,2842336,1567216,2048928,1685824,2957472,1120560,3723104
27422080,2555056,1415792,2046016,1626128,1400224,1966160,1376480,2302720,1627584,1639680
